Provider,inpatient_claims,inpatient_total_reimbursement,inpatient_avg_reimbursement,inpatient_median_reimbursement,inpatient_unique_beneficiaries,avg_length_of_stay,max_length_of_stay,high_cost_inpatient_claims,high_cost_inpatient_rate,outpatient_claims,outpatient_total_reimbursement,outpatient_avg_reimbursement,outpatient_median_reimbursement,outpatient_unique_beneficiaries,high_cost_outpatient_claims,high_cost_outpatient_rate,total_claims,total_reimbursement,avg_reimbursement_per_claim,total_unique_beneficiaries_x,total_unique_beneficiaries_y,total_unique_beneficiaries,claims_per_beneficiary,reimbursement_per_beneficiary,total_high_cost_claims,overall_high_cost_rate,inpatient_claim_mix,outpatient_claim_mix,inpatient_total_deductible,outpatient_total_deductible,total_deductible,avg_diagnosis_codes,avg_procedure_codes,PotentialFraud
PRV53256,36.0,361000.0,10027.777777777777,7000.0,32.0,5.333333333333333,15.0,5.0,0.1388888888888889,309.0,97710.0,316.2135922330097,70.0,261.0,37.0,0.11974110032362459,345.0,458710.0,1329.5942028985507,284,284,284,1.2147887323943662,1615.1760563380283,42.0,0.12173913043478261,0.10434782608695652,0.8956521739130435,38448.0,650.0,39098.0,8.5,0.6944444444444444,No
PRV53258,3.0,27000.0,9000.0,7000.0,3.0,4.333333333333333,7.0,0.0,0.0,77.0,12490.0,162.2077922077922,50.0,65.0,7.0,0.09090909090909091,80.0,39490.0,493.625,68,68,68,1.1764705882352942,580.7352941176471,7.0,0.0875,0.0375,0.9625,2136.0,260.0,2396.0,8.666666666666666,0.6666666666666666,No
PRV53260,2.0,7000.0,3500.0,3500.0,2.0,3.0,5.0,0.0,0.0,132.0,24320.0,184.24242424242425,60.0,103.0,7.0,0.05303030303030303,134.0,31320.0,233.73134328358208,104,104,104,1.2884615384615385,301.15384615384613,7.0,0.05223880597014925,0.014925373134328358,0.9850746268656716,2136.0,460.0,2596.0,6.5,0.0,No
PRV53265,27.0,315000.0,11666.666666666666,7000.0,19.0,7.074074074074074,35.0,4.0,0.14814814814814814,65.0,13820.0,212.6153846153846,70.0,50.0,4.0,0.06153846153846154,92.0,328820.0,3574.1304347826085,68,68,68,1.3529411764705883,4835.588235294118,8.0,0.08695652173913043,0.29347826086956524,0.7065217391304348,27768.0,170.0,27938.0,8.37037037037037,0.8148148148148148,Yes
PRV53266,88.0,911100.0,10353.40909090909,7000.0,81.0,4.965909090909091,35.0,11.0,0.125,169.0,63010.0,372.84023668639054,80.0,153.0,24.0,0.14201183431952663,257.0,974110.0,3790.3112840466924,228,228,228,1.1271929824561404,4272.412280701755,35.0,0.13618677042801555,0.3424124513618677,0.6575875486381323,88644.0,810.0,89454.0,8.034090909090908,0.7159090909090909,Yes
PRV53268,7.0,69000.0,9857.142857142857,10000.0,7.0,8.714285714285714,23.0,1.0,0.14285714285714285,67.0,19230.0,287.0149253731343,80.0,56.0,5.0,0.07462686567164178,74.0,88230.0,1192.2972972972973,63,63,63,1.1746031746031746,1400.4761904761904,6.0,0.08108108108108109,0.0945945945945946,0.9054054054054054,7476.0,0.0,7476.0,8.714285714285714,1.1428571428571428,No
PRV53269,112.0,957000.0,8544.642857142857,7000.0,96.0,5.4375,26.0,5.0,0.044642857142857144,344.0,88640.0,257.6744186046512,80.0,269.0,32.0,0.09302325581395349,456.0,1045640.0,2293.0701754385964,357,357,357,1.2773109243697478,2928.9635854341736,37.0,0.08114035087719298,0.24561403508771928,0.7543859649122807,115344.0,1470.0,116814.0,8.258928571428571,0.8035714285714286,Yes
PRV53272,4.0,25000.0,6250.0,4000.0,4.0,7.25,14.0,0.0,0.0,20.0,7660.0,383.0,75.0,18.0,3.0,0.15,24.0,32660.0,1360.8333333333333,21,21,21,1.1428571428571428,1555.2380952380952,3.0,0.125,0.16666666666666666,0.8333333333333334,4272.0,140.0,4412.0,8.0,0.75,No
PRV53277,15.0,121000.0,8066.666666666667,6000.0,14.0,7.2,22.0,1.0,0.06666666666666667,29.0,8060.0,277.9310344827586,60.0,24.0,3.0,0.10344827586206896,44.0,129060.0,2933.181818181818,34,34,34,1.2941176470588236,3795.8823529411766,4.0,0.09090909090909091,0.3409090909090909,0.6590909090909091,16020.0,50.0,16070.0,7.866666666666666,0.6666666666666666,Yes
PRV53279,1.0,4000.0,4000.0,4000.0,1.0,3.0,3.0,0.0,0.0,35.0,6520.0,186.28571428571428,70.0,33.0,3.0,0.08571428571428572,36.0,10520.0,292.22222222222223,34,34,34,1.0588235294117647,309.4117647058824,3.0,0.08333333333333333,0.027777777777777776,0.9722222222222222,1068.0,0.0,1068.0,4.0,1.0,No
PRV53281,21.0,131000.0,6238.0952380952385,5000.0,18.0,3.1904761904761907,7.0,0.0,0.0,32.0,7310.0,228.4375,65.0,26.0,2.0,0.0625,53.0,138310.0,2609.622641509434,43,43,43,1.2325581395348837,3216.5116279069766,2.0,0.03773584905660377,0.39622641509433965,0.6037735849056604,22428.0,100.0,22528.0,7.285714285714286,0.47619047619047616,No
PRV53283,3.0,55000.0,18333.333333333332,25000.0,2.0,2.6666666666666665,3.0,2.0,0.6666666666666666,94.0,45220.0,481.06382978723406,90.0,55.0,16.0,0.1702127659574468,97.0,100220.0,1033.1958762886597,57,57,57,1.7017543859649122,1758.2456140350878,18.0,0.18556701030927836,0.030927835051546393,0.9690721649484536,3204.0,320.0,3524.0,9.666666666666666,0.6666666666666666,No
PRV53284,6.0,40000.0,6666.666666666667,6000.0,6.0,3.1666666666666665,4.0,0.0,0.0,142.0,34780.0,244.92957746478874,90.0,76.0,13.0,0.09154929577464789,148.0,74780.0,505.27027027027026,79,79,79,1.8734177215189873,946.5822784810126,13.0,0.08783783783783784,0.04054054054054054,0.9594594594594594,6408.0,490.0,6898.0,8.833333333333334,0.5,No
PRV53289,1.0,8000.0,8000.0,8000.0,1.0,3.0,3.0,0.0,0.0,105.0,28260.0,269.14285714285717,80.0,66.0,9.0,0.08571428571428572,106.0,36260.0,342.07547169811323,66,66,66,1.606060606060606,549.3939393939394,9.0,0.08490566037735849,0.009433962264150943,0.9905660377358491,1068.0,260.0,1328.0,9.0,0.0,No
PRV53292,5.0,23000.0,4600.0,3000.0,5.0,7.6,31.0,0.0,0.0,36.0,10700.0,297.22222222222223,150.0,32.0,5.0,0.1388888888888889,41.0,33700.0,821.9512195121952,35,35,35,1.1714285714285715,962.8571428571429,5.0,0.12195121951219512,0.12195121951219512,0.8780487804878049,5340.0,170.0,5510.0,7.8,0.2,No
PRV53295,29.0,301000.0,10379.310344827587,8000.0,29.0,5.241379310344827,26.0,2.0,0.06896551724137931,168.0,32990.0,196.36904761904762,60.0,139.0,11.0,0.06547619047619048,197.0,333990.0,1695.3807106598986,166,166,166,1.1867469879518073,2011.987951807229,13.0,0.06598984771573604,0.14720812182741116,0.8527918781725888,29904.0,370.0,30274.0,7.551724137931035,0.7241379310344828,Yes
PRV53297,15.0,166000.0,11066.666666666666,6000.0,13.0,8.2,24.0,2.0,0.13333333333333333,14.0,5770.0,412.14285714285717,90.0,14.0,3.0,0.21428571428571427,29.0,171770.0,5923.103448275862,26,26,26,1.1153846153846154,6606.538461538462,5.0,0.1724137931034483,0.5172413793103449,0.4827586206896552,16020.0,0.0,16020.0,8.666666666666666,0.7333333333333333,Yes
PRV53298,8.0,53000.0,6625.0,5000.0,8.0,4.625,13.0,0.0,0.0,55.0,14130.0,256.90909090909093,90.0,53.0,3.0,0.05454545454545454,63.0,67130.0,1065.5555555555557,61,61,61,1.0327868852459017,1100.4918032786886,3.0,0.047619047619047616,0.12698412698412698,0.873015873015873,8544.0,80.0,8624.0,8.875,0.75,No
PRV53304,2.0,59000.0,29500.0,29500.0,2.0,6.5,7.0,1.0,0.5,11.0,670.0,60.90909090909091,20.0,11.0,0.0,0.0,13.0,59670.0,4590.0,13,13,13,1.0,4590.0,1.0,0.07692307692307693,0.15384615384615385,0.8461538461538461,2136.0,0.0,2136.0,9.0,0.5,No
PRV53305,1.0,14000.0,14000.0,14000.0,1.0,7.0,7.0,0.0,0.0,18.0,7440.0,413.3333333333333,80.0,15.0,3.0,0.16666666666666666,19.0,21440.0,1128.421052631579,16,16,16,1.1875,1340.0,3.0,0.15789473684210525,0.05263157894736842,0.9473684210526315,1068.0,200.0,1268.0,9.0,0.0,No
PRV53308,7.0,117000.0,16714.285714285714,14000.0,5.0,3.2857142857142856,9.0,3.0,0.42857142857142855,38.0,8990.0,236.57894736842104,65.0,21.0,3.0,0.07894736842105263,45.0,125990.0,2799.777777777778,23,23,23,1.9565217391304348,5477.826086956522,6.0,0.13333333333333333,0.15555555555555556,0.8444444444444444,7476.0,10.0,7486.0,7.857142857142857,0.7142857142857143,No
PRV53309,4.0,32000.0,8000.0,5500.0,4.0,5.75,12.0,0.0,0.0,59.0,13260.0,224.74576271186442,90.0,32.0,5.0,0.0847457627118644,63.0,45260.0,718.4126984126984,35,35,35,1.8,1293.142857142857,5.0,0.07936507936507936,0.06349206349206349,0.9365079365079365,4272.0,210.0,4482.0,8.75,0.5,No
PRV53312,1.0,5000.0,5000.0,5000.0,1.0,1.0,1.0,0.0,0.0,64.0,24790.0,387.34375,75.0,46.0,11.0,0.171875,65.0,29790.0,458.3076923076923,46,46,46,1.4130434782608696,647.6086956521739,11.0,0.16923076923076924,0.015384615384615385,0.9846153846153847,1068.0,100.0,1168.0,8.0,1.0,No
PRV53314,4.0,77000.0,19250.0,7000.0,3.0,9.25,15.0,1.0,0.25,53.0,15490.0,292.2641509433962,90.0,23.0,6.0,0.11320754716981132,57.0,92490.0,1622.6315789473683,24,24,24,2.375,3853.75,7.0,0.12280701754385964,0.07017543859649122,0.9298245614035088,4272.0,50.0,4322.0,7.25,0.75,No
PRV53317,5.0,45000.0,9000.0,6000.0,4.0,5.0,9.0,0.0,0.0,11.0,850.0,77.27272727272727,50.0,11.0,0.0,0.0,16.0,45850.0,2865.625,15,15,15,1.0666666666666667,3056.6666666666665,0.0,0.0,0.3125,0.6875,5340.0,20.0,5360.0,8.8,1.2,No
PRV53319,13.0,99000.0,7615.384615384615,7000.0,9.0,4.076923076923077,9.0,0.0,0.0,101.0,31220.0,309.1089108910891,80.0,45.0,13.0,0.12871287128712872,114.0,130220.0,1142.280701754386,46,46,46,2.4782608695652173,2830.8695652173915,13.0,0.11403508771929824,0.11403508771929824,0.8859649122807017,13884.0,180.0,14064.0,7.6923076923076925,0.6153846153846154,No
PRV53320,3.0,65000.0,21666.666666666668,14000.0,2.0,1.3333333333333333,2.0,1.0,0.3333333333333333,59.0,16340.0,276.9491525423729,60.0,34.0,7.0,0.11864406779661017,62.0,81340.0,1311.9354838709678,35,35,35,1.7714285714285714,2324.0,8.0,0.12903225806451613,0.04838709677419355,0.9516129032258065,3204.0,190.0,3394.0,8.333333333333334,0.6666666666666666,No
PRV53329,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,10.0,2070.0,207.0,65.0,10.0,1.0,0.1,11.0,2070.0,188.1818181818182,11,11,11,1.0,188.1818181818182,1.0,0.09090909090909091,0.09090909090909091,0.9090909090909091,1068.0,70.0,1138.0,9.0,0.0,No
PRV53336,3.0,34000.0,11333.333333333334,13000.0,3.0,5.333333333333333,10.0,1.0,0.3333333333333333,,,,,,,,,,0.0,3,3,3,0.0,0.0,,0.0,0.0,0.0,2136.0,0.0,2136.0,9.0,1.6666666666666667,No
PRV53377,7.0,57000.0,8142.857142857143,8000.0,7.0,3.857142857142857,9.0,0.0,0.0,,,,,,,,,,0.0,7,7,7,0.0,0.0,,0.0,0.0,0.0,7476.0,0.0,7476.0,7.285714285714286,0.8571428571428571,No
PRV53378,10.0,74000.0,7400.0,6000.0,10.0,9.4,30.0,0.0,0.0,,,,,,,,,,0.0,10,10,10,0.0,0.0,,0.0,0.0,0.0,10680.0,0.0,10680.0,8.4,0.8,No
PRV53379,11.0,153000.0,13909.09090909091,11000.0,10.0,6.909090909090909,24.0,1.0,0.09090909090909091,,,,,,,,,,0.0,10,10,10,0.0,0.0,,0.0,0.0,0.0,11748.0,0.0,11748.0,8.090909090909092,1.0909090909090908,Yes
PRV53380,4.0,22000.0,5500.0,5000.0,4.0,2.75,4.0,0.0,0.0,,,,,,,,,,0.0,4,4,4,0.0,0.0,,0.0,0.0,0.0,4272.0,0.0,4272.0,8.25,0.25,No
PRV53381,11.0,134000.0,12181.818181818182,12000.0,9.0,5.909090909090909,18.0,2.0,0.18181818181818182,22.0,4120.0,187.27272727272728,65.0,22.0,1.0,0.045454545454545456,33.0,138120.0,4185.454545454545,29,29,29,1.1379310344827587,4762.758620689655,3.0,0.09090909090909091,0.3333333333333333,0.6666666666666666,11748.0,70.0,11818.0,8.181818181818182,0.36363636363636365,No
PRV53383,4.0,43000.0,10750.0,10000.0,4.0,6.25,11.0,0.0,0.0,18.0,8890.0,493.8888888888889,85.0,16.0,4.0,0.2222222222222222,22.0,51890.0,2358.6363636363635,20,20,20,1.1,2594.5,4.0,0.18181818181818182,0.18181818181818182,0.8181818181818182,4272.0,0.0,4272.0,8.75,0.75,No
PRV53384,38.0,331000.0,8710.526315789473,7500.0,28.0,5.684210526315789,35.0,2.0,0.05263157894736842,24.0,4120.0,171.66666666666666,100.0,23.0,0.0,0.0,62.0,335120.0,5405.1612903225805,51,51,51,1.2156862745098038,6570.980392156863,2.0,0.03225806451612903,0.6129032258064516,0.3870967741935484,40584.0,10.0,40594.0,7.921052631578948,0.6052631578947368,Yes
PRV53385,106.0,1055300.0,9955.66037735849,6000.0,88.0,5.547169811320755,35.0,17.0,0.16037735849056603,931.0,307270.0,330.04296455424276,80.0,390.0,108.0,0.11600429645542427,1037.0,1362570.0,1313.953712632594,418,418,418,2.4808612440191387,3259.7368421052633,125.0,0.12054001928640308,0.10221793635486982,0.8977820636451301,110004.0,2580.0,112584.0,8.09433962264151,0.8867924528301887,Yes
PRV53387,3.0,23200.0,7733.333333333333,4000.0,3.0,5.0,9.0,0.0,0.0,46.0,13120.0,285.2173913043478,70.0,37.0,5.0,0.10869565217391304,49.0,36320.0,741.2244897959183,40,40,40,1.225,908.0,5.0,0.10204081632653061,0.061224489795918366,0.9387755102040817,3204.0,70.0,3274.0,8.666666666666666,0.3333333333333333,No
PRV53388,11.0,97000.0,8818.181818181818,8000.0,10.0,3.272727272727273,7.0,0.0,0.0,111.0,26340.0,237.2972972972973,70.0,61.0,8.0,0.07207207207207207,122.0,123340.0,1010.983606557377,65,65,65,1.876923076923077,1897.5384615384614,8.0,0.06557377049180328,0.09016393442622951,0.9098360655737705,10680.0,300.0,10980.0,8.636363636363637,0.6363636363636364,No
PRV53389,1.0,15000.0,15000.0,15000.0,1.0,3.0,3.0,0.0,0.0,12.0,4070.0,339.1666666666667,55.0,12.0,1.0,0.08333333333333333,13.0,19070.0,1466.923076923077,13,13,13,1.0,1466.923076923077,1.0,0.07692307692307693,0.07692307692307693,0.9230769230769231,1068.0,0.0,1068.0,4.0,1.0,No
PRV53393,2.0,9000.0,4500.0,4500.0,2.0,4.0,4.0,0.0,0.0,3.0,170.0,56.666666666666664,60.0,3.0,0.0,0.0,5.0,9170.0,1834.0,5,5,5,1.0,1834.0,0.0,0.0,0.4,0.6,2136.0,0.0,2136.0,8.5,1.0,No
PRV53394,47.0,443000.0,9425.531914893618,6000.0,43.0,6.595744680851064,32.0,3.0,0.06382978723404255,1168.0,342420.0,293.1678082191781,80.0,355.0,126.0,0.10787671232876712,1215.0,785420.0,646.4362139917696,368,368,368,3.301630434782609,2134.2934782608695,129.0,0.10617283950617284,0.03868312757201646,0.9613168724279836,48060.0,3540.0,51600.0,7.9361702127659575,0.6170212765957447,No
PRV53396,45.0,439000.0,9755.555555555555,6000.0,37.0,5.8,30.0,6.0,0.13333333333333333,54.0,13600.0,251.85185185185185,75.0,50.0,6.0,0.1111111111111111,99.0,452600.0,4571.717171717171,83,83,83,1.1927710843373494,5453.012048192771,12.0,0.12121212121212122,0.45454545454545453,0.5454545454545454,46992.0,50.0,47042.0,8.177777777777777,0.6444444444444445,No
PRV53397,3.0,116000.0,38666.666666666664,18000.0,3.0,13.666666666666666,35.0,1.0,0.3333333333333333,11.0,6270.0,570.0,300.0,11.0,2.0,0.18181818181818182,14.0,122270.0,8733.57142857143,14,14,14,1.0,8733.57142857143,3.0,0.21428571428571427,0.21428571428571427,0.7857142857142857,3204.0,0.0,3204.0,5.666666666666667,0.6666666666666666,Yes
PRV53398,1.0,17000.0,17000.0,17000.0,1.0,10.0,10.0,0.0,0.0,4.0,410.0,102.5,80.0,4.0,0.0,0.0,5.0,17410.0,3482.0,5,5,5,1.0,3482.0,0.0,0.0,0.2,0.8,1068.0,0.0,1068.0,8.0,2.0,No
PRV53399,7.0,67000.0,9571.42857142857,11000.0,7.0,7.714285714285714,24.0,0.0,0.0,26.0,7120.0,273.84615384615387,100.0,23.0,3.0,0.11538461538461539,33.0,74120.0,2246.060606060606,30,30,30,1.1,2470.6666666666665,3.0,0.09090909090909091,0.21212121212121213,0.7878787878787878,7476.0,0.0,7476.0,8.0,1.0,Yes
PRV53401,130.0,1101000.0,8469.23076923077,6000.0,113.0,5.653846153846154,35.0,12.0,0.09230769230769231,173.0,42010.0,242.83236994219652,70.0,165.0,15.0,0.08670520231213873,303.0,1143010.0,3772.3102310231025,275,275,275,1.1018181818181818,4156.4,27.0,0.0891089108910891,0.429042904290429,0.570957095709571,132432.0,380.0,132812.0,8.03076923076923,0.6538461538461539,Yes
PRV53405,21.0,192000.0,9142.857142857143,7000.0,21.0,6.285714285714286,17.0,3.0,0.14285714285714285,168.0,47010.0,279.82142857142856,75.0,146.0,16.0,0.09523809523809523,189.0,239010.0,1264.6031746031747,164,164,164,1.1524390243902438,1457.378048780488,19.0,0.10052910052910052,0.1111111111111111,0.8888888888888888,22428.0,600.0,23028.0,7.857142857142857,0.7619047619047619,No
PRV53407,3.0,16000.0,5333.333333333333,5000.0,2.0,8.333333333333334,15.0,0.0,0.0,130.0,37960.0,292.0,70.0,40.0,15.0,0.11538461538461539,133.0,53960.0,405.7142857142857,40,40,40,3.325,1349.0,15.0,0.11278195488721804,0.022556390977443608,0.9774436090225563,3204.0,420.0,3624.0,7.333333333333333,1.0,No
PRV53408,10.0,74000.0,7400.0,7000.0,10.0,5.8,25.0,0.0,0.0,37.0,14780.0,399.4594594594595,90.0,36.0,6.0,0.16216216216216217,47.0,88780.0,1888.936170212766,45,45,45,1.0444444444444445,1972.888888888889,6.0,0.1276595744680851,0.2127659574468085,0.7872340425531915,9612.0,60.0,9672.0,8.9,1.1,No
PRV53409,3.0,24000.0,8000.0,7000.0,3.0,3.6666666666666665,5.0,0.0,0.0,31.0,4130.0,133.2258064516129,60.0,21.0,2.0,0.06451612903225806,34.0,28130.0,827.3529411764706,22,22,22,1.5454545454545454,1278.6363636363637,2.0,0.058823529411764705,0.08823529411764706,0.9117647058823529,3204.0,70.0,3274.0,8.333333333333334,1.6666666666666667,No
PRV53413,2.0,29000.0,14500.0,14500.0,2.0,4.0,4.0,0.0,0.0,28.0,5040.0,180.0,55.0,25.0,2.0,0.07142857142857142,30.0,34040.0,1134.6666666666667,27,27,27,1.1111111111111112,1260.7407407407406,2.0,0.06666666666666667,0.06666666666666667,0.9333333333333333,2136.0,0.0,2136.0,9.0,0.5,No
PRV53416,1.0,14000.0,14000.0,14000.0,1.0,2.0,2.0,0.0,0.0,86.0,36840.0,428.3720930232558,90.0,58.0,17.0,0.19767441860465115,87.0,50840.0,584.3678160919541,59,59,59,1.4745762711864407,861.6949152542373,17.0,0.19540229885057472,0.011494252873563218,0.9885057471264368,1068.0,60.0,1128.0,9.0,1.0,No
PRV53417,7.0,76000.0,10857.142857142857,8000.0,7.0,7.857142857142857,33.0,1.0,0.14285714285714285,164.0,39090.0,238.35365853658536,70.0,69.0,17.0,0.10365853658536585,171.0,115090.0,673.0409356725146,71,71,71,2.408450704225352,1620.9859154929577,18.0,0.10526315789473684,0.04093567251461988,0.9590643274853801,7476.0,570.0,8046.0,8.428571428571429,0.5714285714285714,Yes
PRV53419,5.0,43000.0,8600.0,6000.0,5.0,6.8,11.0,1.0,0.2,14.0,3410.0,243.57142857142858,100.0,13.0,2.0,0.14285714285714285,19.0,46410.0,2442.6315789473683,18,18,18,1.0555555555555556,2578.3333333333335,3.0,0.15789473684210525,0.2631578947368421,0.7368421052631579,5340.0,0.0,5340.0,8.0,1.2,No
PRV53421,95.0,984000.0,10357.894736842105,7000.0,77.0,5.673684210526316,35.0,12.0,0.12631578947368421,34.0,15910.0,467.94117647058823,100.0,34.0,9.0,0.2647058823529412,129.0,999910.0,7751.240310077519,110,110,110,1.1727272727272726,9090.09090909091,21.0,0.16279069767441862,0.7364341085271318,0.26356589147286824,99324.0,200.0,99524.0,8.105263157894736,0.6736842105263158,Yes
PRV53423,5.0,34000.0,6800.0,9000.0,4.0,2.2,5.0,0.0,0.0,48.0,14240.0,296.6666666666667,90.0,40.0,5.0,0.10416666666666667,53.0,48240.0,910.188679245283,43,43,43,1.2325581395348837,1121.860465116279,5.0,0.09433962264150944,0.09433962264150944,0.9056603773584906,4272.0,230.0,4502.0,8.2,1.4,No
PRV53424,37.0,375000.0,10135.135135135135,8000.0,28.0,6.756756756756757,32.0,3.0,0.08108108108108109,226.0,77390.0,342.43362831858406,80.0,113.0,24.0,0.10619469026548672,263.0,452390.0,1720.1140684410645,125,125,125,2.104,3619.12,27.0,0.10266159695817491,0.14068441064638784,0.8593155893536122,35244.0,550.0,35794.0,8.378378378378379,0.6486486486486487,No
PRV53429,1.0,16000.0,16000.0,16000.0,1.0,4.0,4.0,0.0,0.0,28.0,6690.0,238.92857142857142,100.0,26.0,3.0,0.10714285714285714,29.0,22690.0,782.4137931034483,27,27,27,1.0740740740740742,840.3703703703703,3.0,0.10344827586206896,0.034482758620689655,0.9655172413793104,1068.0,70.0,1138.0,5.0,1.0,No
PRV53431,1.0,21000.0,21000.0,21000.0,1.0,24.0,24.0,1.0,1.0,41.0,9080.0,221.46341463414635,60.0,30.0,3.0,0.07317073170731707,42.0,30080.0,716.1904761904761,31,31,31,1.3548387096774193,970.3225806451613,4.0,0.09523809523809523,0.023809523809523808,0.9761904761904762,1068.0,80.0,1148.0,10.0,1.0,No
PRV53432,13.0,170000.0,13076.923076923076,9000.0,13.0,5.153846153846154,12.0,2.0,0.15384615384615385,109.0,21580.0,197.9816513761468,70.0,97.0,9.0,0.08256880733944955,122.0,191580.0,1570.327868852459,110,110,110,1.1090909090909091,1741.6363636363637,11.0,0.09016393442622951,0.10655737704918032,0.8934426229508197,13884.0,240.0,14124.0,9.0,0.9230769230769231,No
PRV53436,3.0,14000.0,4666.666666666667,5000.0,3.0,4.333333333333333,7.0,0.0,0.0,15.0,2420.0,161.33333333333334,50.0,15.0,1.0,0.06666666666666667,18.0,16420.0,912.2222222222222,18,18,18,1.0,912.2222222222222,1.0,0.05555555555555555,0.16666666666666666,0.8333333333333334,3204.0,200.0,3404.0,9.0,1.0,No
PRV53437,1.0,6000.0,6000.0,6000.0,1.0,2.0,2.0,0.0,0.0,8.0,1740.0,217.5,90.0,8.0,0.0,0.0,9.0,7740.0,860.0,9,9,9,1.0,860.0,0.0,0.0,0.1111111111111111,0.8888888888888888,1068.0,0.0,1068.0,9.0,1.0,No
PRV53438,8.0,58000.0,7250.0,5000.0,8.0,3.625,7.0,0.0,0.0,53.0,9830.0,185.47169811320754,90.0,45.0,3.0,0.05660377358490566,61.0,67830.0,1111.967213114754,51,51,51,1.196078431372549,1330.0,3.0,0.04918032786885246,0.13114754098360656,0.8688524590163934,8544.0,170.0,8714.0,7.625,0.625,No
PRV53440,1.0,4000.0,4000.0,4000.0,1.0,3.0,3.0,0.0,0.0,163.0,55590.0,341.04294478527606,100.0,98.0,20.0,0.12269938650306748,164.0,59590.0,363.3536585365854,98,98,98,1.6734693877551021,608.0612244897959,20.0,0.12195121951219512,0.006097560975609756,0.9939024390243902,1068.0,370.0,1438.0,9.0,1.0,No
PRV53441,14.0,184000.0,13142.857142857143,8500.0,13.0,4.714285714285714,16.0,2.0,0.14285714285714285,24.0,3610.0,150.41666666666666,65.0,24.0,2.0,0.08333333333333333,38.0,187610.0,4937.105263157895,36,36,36,1.0555555555555556,5211.388888888889,4.0,0.10526315789473684,0.3684210526315789,0.631578947368421,13884.0,130.0,14014.0,8.428571428571429,0.8571428571428571,No
PRV53442,8.0,82000.0,10250.0,6000.0,7.0,6.375,16.0,1.0,0.125,38.0,10730.0,282.36842105263156,90.0,35.0,2.0,0.05263157894736842,46.0,92730.0,2015.8695652173913,40,40,40,1.15,2318.25,3.0,0.06521739130434782,0.17391304347826086,0.8260869565217391,8544.0,120.0,8664.0,9.25,0.75,No
PRV53444,10.0,97000.0,9700.0,6500.0,9.0,4.6,10.0,1.0,0.1,17.0,4300.0,252.94117647058823,80.0,17.0,2.0,0.11764705882352941,27.0,101300.0,3751.8518518518517,26,26,26,1.0384615384615385,3896.153846153846,3.0,0.1111111111111111,0.37037037037037035,0.6296296296296297,10680.0,0.0,10680.0,8.2,0.7,No
PRV53448,10.0,76200.0,7620.0,6500.0,10.0,6.1,17.0,0.0,0.0,54.0,16230.0,300.55555555555554,85.0,52.0,5.0,0.09259259259259259,64.0,92430.0,1444.21875,62,62,62,1.032258064516129,1490.8064516129032,5.0,0.078125,0.15625,0.84375,10680.0,140.0,10820.0,8.2,0.5,No
PRV53449,1.0,9000.0,9000.0,9000.0,1.0,28.0,28.0,0.0,0.0,8.0,980.0,122.5,60.0,8.0,0.0,0.0,9.0,9980.0,1108.888888888889,9,9,9,1.0,1108.888888888889,0.0,0.0,0.1111111111111111,0.8888888888888888,1068.0,20.0,1088.0,10.0,1.0,No
PRV53451,5.0,25000.0,5000.0,3000.0,5.0,3.2,6.0,0.0,0.0,,,,,,,,,,0.0,5,5,5,0.0,0.0,,0.0,0.0,0.0,5340.0,0.0,5340.0,8.2,0.4,No
PRV53453,4.0,38000.0,9500.0,9500.0,4.0,4.75,8.0,0.0,0.0,11.0,4980.0,452.72727272727275,200.0,11.0,2.0,0.18181818181818182,15.0,42980.0,2865.3333333333335,15,15,15,1.0,2865.3333333333335,2.0,0.13333333333333333,0.26666666666666666,0.7333333333333333,3204.0,10.0,3214.0,9.5,1.5,No
PRV53456,5.0,62000.0,12400.0,8000.0,5.0,10.2,35.0,1.0,0.2,24.0,7670.0,319.5833333333333,100.0,22.0,4.0,0.16666666666666666,29.0,69670.0,2402.4137931034484,27,27,27,1.0740740740740742,2580.3703703703704,5.0,0.1724137931034483,0.1724137931034483,0.8275862068965517,4272.0,160.0,4432.0,8.0,0.8,No
PRV53461,14.0,315000.0,22500.0,11500.0,12.0,5.571428571428571,19.0,6.0,0.42857142857142855,22.0,110080.0,5003.636363636364,90.0,22.0,4.0,0.18181818181818182,36.0,425080.0,11807.777777777777,32,32,32,1.125,13283.75,10.0,0.2777777777777778,0.3888888888888889,0.6111111111111112,14952.0,905.0,15857.0,7.0,0.7142857142857143,Yes
PRV53463,3.0,13000.0,4333.333333333333,5000.0,3.0,5.0,10.0,0.0,0.0,73.0,25030.0,342.8767123287671,70.0,40.0,9.0,0.1232876712328767,76.0,38030.0,500.39473684210526,43,43,43,1.7674418604651163,884.4186046511628,9.0,0.11842105263157894,0.039473684210526314,0.9605263157894737,3204.0,150.0,3354.0,9.0,0.6666666666666666,No
PRV53465,3.0,28000.0,9333.333333333334,8000.0,3.0,7.333333333333333,10.0,0.0,0.0,20.0,6750.0,337.5,65.0,18.0,2.0,0.1,23.0,34750.0,1510.8695652173913,21,21,21,1.0952380952380953,1654.7619047619048,2.0,0.08695652173913043,0.13043478260869565,0.8695652173913043,3204.0,100.0,3304.0,9.0,1.0,No
